Title,Publisher,Valuable,Count,IDnum
Spot It!,Asmodee,TRUE,5,1837
Spot it! Basic French,Asmodee,TRUE,1,3030
Spot It! Basic Spanish,Asmodee,TRUE,1,3028
Spot it! Basic Spanish,Asmodee,TRUE,1,3028
Spot it! Holidays,Asmodee,TRUE,1,3027
Spyfall,Cryptozoic,TRUE,1,2613
SpyNet,Z-Man Games,TRUE,1,3108
Spyrush,Asmodee,TRUE,1,1583
Spyrush,Asmodee,TRUE,1,1583
Squad Leader,Avalon Hill,TRUE,1,1875
Squire for Hire,Letiman Games,TRUE,1,3077
Squirmish,Gamewright,TRUE,1,2222
Star Cartel,Osprey Games,TRUE,1,2008
Star Fluxx,Looney Labs,TRUE,1,767
Star Munchkin,Steve Jackson Games,TRUE,1,1734
Star Realms: Frontiers,White Wizard Games,TRUE,2,3334
Star Trek Chrono-Trek,Gale Force Nine,TRUE,2,3505
Star Trek Chrono-Trek,Gale Force Nine,TRUE,2,3505
Star Trek: Ascendancy,Gale Force Nine,TRUE,1,2179
Star Trek: Five-Year Mission,Mayfair Games,TRUE,1,3170
Star Wars: Outer Rim,Fantasy Flight Games,TRUE,1,3087
Starship Samurai,Plaid Hat Games,TRUE,1,2325
Status Report!,Off Cut Games,TRUE,1,2960
Steam Park,Iello,TRUE,1,2145
Stellar,Renegade Game Studios,TRUE,1,3527
Stitches: A Card Game of Monstrous Proportions,Norwester Games,TRUE,1,1609
Stone Age,Z-Man Games,TRUE,1,780
Stone Age,Z-Man Games,TRUE,1,780
Stone Age: Anniversary,Z-Man Games,TRUE,1,2848
Stonehenge,Titanic Games,TRUE,1,781
Story War,Cantrip Games,TRUE,1,784
Strange Vending Machine,Soso Games,TRUE,1,2670
Stratego,Play Monster,TRUE,1,2022
Strawberry Ninja,Golden Bell Games,TRUE,2,2093
Streaming,Looping Games,TRUE,1,2699
Stripes,Breaking Games,TRUE,1,3531
Student Bodies,Smirk & Dagger Games,TRUE,2,1219
Subatomic: An Atom Building Game,Genius Games,TRUE,1,2389
Subtext,Stronghold Games,TRUE,1,2906
Succulent,Renegade Game Studios,TRUE,1,3522
Summoner Wars: Master Set,Plaid Hat Games,TRUE,1,791
Sunny Day,Ludicorn,TRUE,1,3329
Super Camelot,Catalyst Game Labs,TRUE,1,3504
Super Hack Override,Weird Giraffe Games,TRUE,1,2546
Super Kitty Bug Slap,Steve Jackson Games,TRUE,1,2499
Super Motherload,Roxley Games,TRUE,1,3526
Super Munchkin,Steve Jackson Games,TRUE,1,792
Super Punch Fighter,Plaid Hat Games,TRUE,3,2865
Superfight,Skybound Games,TRUE,1,1203
Surfer,Hoot Games,TRUE,1,2798
Survive: Escape from Atlantis!,Stronghold Games,TRUE,1,1809
Sushi Go Party!,Gamewright,TRUE,1,1592
Sushi Go!,Gamewright,TRUE,6,1135
Sushi Roll,Gamewright,TRUE,1,3475
Ta-Da!,Cmon,TRUE,1,1688
Tag City,Runes Editions,TRUE,2,2643
Take 5,Amigo Games,TRUE,1,3052
Takenoko,Asmodee,TRUE,1,800
Tales & Games: The Hare & the Tortoise,Iello,TRUE,1,1236
Tales & Games: The Hare & the Tortoise,Iello,TRUE,1,1236
Tales of the Northlands: The Sagas of Noggin the Nog,A-Muse-Ment,TRUE,1,2637
Tally Ho!,Kosmos,TRUE,1,1474
Tannhäuser,Fantasy Flight Games,TRUE,1,1359
Tapestry,Stonemaier Games,TRUE,2,3392
Tattoo Stories,Bicycle,TRUE,2,3247
TEAM3 - Pink,Brain Games,TRUE,3,3012
Teen Titans GO! Deck-Building Game,Cryptozoic,TRUE,1,2615
Telestrations,Usaopoly,TRUE,1,809
Telestrations After Dark,Usaopoly,TRUE,1,2376
Tem-Purr-A,Iello,TRUE,1,2521
Teotihuacan: City of Gods,Nskn Games,TRUE,1,2697
Terra Mystica,Z-Man Games,TRUE,3,1090
Terra Nova,Winning Moves Games,TRUE,1,811
Terraforming Mars,Stronghold Games,TRUE,3,1704
Terraforming Mars,Stronghold Games,TRUE,3,1704
Terramara,Quined Games,TRUE,3,3423
Terror Below,Renegade Game Studios,TRUE,1,2969
That's a Question!,Czech Games,TRUE,1,2940
That's Not Lemonade,Tuesday Knight Games,TRUE,1,3225
The Adventurers: The Pyramid of Horus,Fantasy Flight Games,TRUE,1,21
The Battle of Red Cliffs,Sunrise Tornado Game Studio,TRUE,1,2207
The Big Book of Madness,Iello,TRUE,1,3401
The Blood of an Englishman,Anomia Press,TRUE,4,3494
The Captain Is Dead,Aeg,TRUE,1,2653
The Captain Is Dead: Lockdown,Aeg,TRUE,1,2655
The Castles of Burgundy,Ravensburger,TRUE,6,1461
The Chameleon,Big Potato Games,TRUE,1,1915
The Climbers,Simply Complex,TRUE,6,3367
The Climbers,Simply Complex,TRUE,6,3367
The Collector Game,Avalon Hill,TRUE,1,2725
The Contender: The Game of Presidential Debate,Guts And Glory,TRUE,2,2811
The Crusoe Crew,Gna,TRUE,2,3223
The Daring & The Doomed,Runehammer Games,TRUE,1,1445
The Doom That Came To Atlantic City,Cryptozoic,TRUE,1,3485
The Dragon & Flagon,Stronghold Games,TRUE,1,1743
Discovery: The Era of Voyage,Emperors4,TRUE,1,2771
The Estates,Simply Complex,TRUE,1,2759
The Flow of History,Tasty Minstrel Games,TRUE,1,2238
The Fox in the Forest Duet,Renegade Game Studios,TRUE,1,3521
The Game of 49,Breaking Games,TRUE,1,1435
The Godfather: An Offer You Can't Refuse,Idw Games,TRUE,1,3260
The Grizzled,Sweet Games,TRUE,1,1395
The Grizzled: Armistice Edition,Cmon,TRUE,1,2390
The Incredibles: Save the Day Game,Wonder Forge,TRUE,1,2223
The Island of Doctor Lucky,Cheapass Games,TRUE,1,2379
The Island of Misfit Friends,Twilight Creations,TRUE,1,2555
The Legend of the Cherry Tree that Blossoms Every Ten Years,Iello,TRUE,1,2298
The Magnificent,Aporta Games,TRUE,3,3424
The Manhattan Project: Energy Empire,Minion Games,TRUE,1,2932
The Metagame,"Local No. 12, Llc.",TRUE,1,1539
The Mind,Nsv,TRUE,1,2196
The Neverland Rescue,Letiman Games,TRUE,1,3080
The Palace of Mad King Ludwig,Bezier Games,TRUE,1,2033
The Princess Bride: A Battle of Wits,Spark Works,TRUE,1,3570
The Princess Bride: A Battle of Wits,Spark Works,TRUE,1,3570
The Princess Bride: Prepare to Die,Spark Works,TRUE,1,3569
The Princess Bride: Prepare to Die! Again!!,Game Salute,TRUE,1,2767
The Prodigals Club,Cge,TRUE,1,2157
The Pyramid's Deadline,Oink Games,TRUE,1,2428
The Quacks of Quedlinburg,North Star Games,TRUE,2,2567
The Reckoners,Nauvoo Games,TRUE,1,2568
The Red Dragon Inn,Slugfest Games,TRUE,1,828
The Red Dragon Inn 7: The Tavern Crew,Slugfest Games,TRUE,1,2554
The Red Dragon Inn: Allies – Spyke and Flower,Steve Jackson Games,TRUE,1,2780
The Resistance,Indie Boards & Cards,TRUE,1,832
The River,Days Of Wonder,TRUE,2,2431
The Shining,Asmodee,TRUE,3,3538
The Stars Align,Breaking Games,TRUE,2,2878
The Tea Dragon Society Card Game,Renegade Game Studios,TRUE,1,2234
The Thing: Infection at Outpost 31,Usaopoly,TRUE,1,1935
The Walking Dead: Something to Fear,Skybound Games,TRUE,1,3516
The Works,Cheapass Games,TRUE,1,2353
This Game Goes to Eleven,Gamewright,TRUE,1,2944
Thornwatch,Lone Shark Games,TRUE,1,2244
Three Cheers for Master,Atlas Games,TRUE,1,1382
Three Kingdoms Redux,Starting Player,TRUE,1,1499
Throne of Allegoria,Spielworxx,TRUE,1,3437
Through the Ages: A New Story of Civilization,Cge,TRUE,3,2156
Through the Ages: A New Story of Civilization,Cge,TRUE,3,2156
Through the Ages: A New Story of Civilization,Cge,TRUE,3,2156
Through the Desert,Fantasy Flight Games,TRUE,1,849
Thunderstone Quest,Aeg,TRUE,1,2662
Ticket to Ride,Days Of Wonder,TRUE,6,2065
Ticket to Ride,Days Of Wonder,TRUE,6,2065
Ticket to Ride,Days Of Wonder,TRUE,6,2065
Ticket to Ride: Europe,Days Of Wonder,TRUE,3,2986
Ticket to Ride: Europe,Days Of Wonder,TRUE,3,2986
Ticket to Ride: First Journey (U.S.),Days Of Wonder,TRUE,1,1982
Ticket to Ride: Germany,Days Of Wonder,TRUE,1,1797
Ticket to Ride Map Collection: Volume 7 – Japan & Italy,Days Of Wonder,TRUE,2,3292
Ticket to Ride: New York,Days Of Wonder,TRUE,7,2841
Ticket to Ride: New York,Days Of Wonder,TRUE,7,2841
Ticket to Ride: Nordic Countries,Days Of Wonder,TRUE,1,858
Ticket to Ride: Rails & Sails,Days Of Wonder,TRUE,2,1550
Tigris & Euphrates,Fantasy Flight Games,TRUE,2,2858
Tiki Topple,Gamewright,TRUE,1,863
Tile Chess,Steve Jackson Games,TRUE,1,1571
Time Chase,Renegade Game Studios,TRUE,1,2950
Tiny Epic Defenders,Gamelyn Games,TRUE,2,1241
Tiny Epic Defenders,Gamelyn Games,TRUE,2,1241
Tiny Epic Defenders: The Dark War,Gamelyn Games,TRUE,1,3209
Tiny Epic Galaxies,Gamelyn Games,TRUE,1,3211
Tiny Epic Galaxies: Beyond the Black,Gamelyn Games,TRUE,1,3214
Tiny Epic Kingdoms,Gamelyn Games,TRUE,2,1298
Tiny Epic Mechs,Gamelyn Games,TRUE,1,3210
Tiny Epic Quest,Gamelyn Games,TRUE,1,1656
Tiny Epic Western,Gamelyn Games,TRUE,1,3215
Tiny Towns,Aeg,TRUE,8,3395
ToeShamBo,Zafty Games,TRUE,1,2882
Tokaido,Fun Forge,TRUE,2,873
TOKYO COIN LAUNDRY,Jordan Draper Games,TRUE,1,3549
TOKYO GAME SHOW,Jordan Draper Games,TRUE,1,3548
Tokyo Highway,Itten,TRUE,3,2908
TOKYO JIDOHANBAIKI,Jordan Draper Games,TRUE,2,2282
TOKYO JUTAKU,Jordan Draper Games,TRUE,1,2283
TOKYO METRO,Jordan Draper Games,TRUE,1,2284
TOKYO TSUKIJI MARKET,Jordan Draper Games,TRUE,1,3547
TomaTomato,Oink Games,TRUE,1,2285
Top Gun,Asmodee,TRUE,3,3553
Topiary,Renegade Game Studios,TRUE,1,2133
Tournament at Camelot,Wizkids,TRUE,1,3344
Town Builder: Coevorden,First Fish Games,TRUE,1,3323
Trails of Tucana,Aporta Games,TRUE,3,3380
Trainmaker,Aeg,TRUE,1,2604
Trajan,Renegade Game Studios,TRUE,1,2826
Trambahn,Lookout Games,TRUE,1,2167
Transatlantic,Rio Grande Games,TRUE,1,1998
Trapwords,Cge,TRUE,1,2934
Trash Pandas,Gamewright,TRUE,1,2773
Treasure Island,Matagot,TRUE,2,2439
Trellis,Breaking Games,TRUE,1,2879
Trial by Trolley,Skybound Games,TRUE,1,3561
Tribe,Itten,TRUE,1,2362
Tricks and the Phantom,Oink Games,TRUE,1,2979
Trismegistus: The Ultimate Formula,Board & Dice,TRUE,3,3430
Troika,Oink Games,TRUE,1,2286
Trollfjord,Zoch,TRUE,1,2636
"Trump, Tricks, Game!",Phalanx Games,TRUE,1,3264
Tsuro,Calliope Games,TRUE,2,895
Tulip Bubble,Moaideas Game Design,TRUE,1,2009
Turin Market,Jordan Draper Games,TRUE,2,2496
Twilight Imperium (Fourth Edition),Fantasy Flight Games,TRUE,1,2164
Twilight Imperium (Fourth Edition),Fantasy Flight Games,TRUE,1,2164
Twilight of the Gods,Victory Point Games,TRUE,2,3066
Twilight Struggle,Gmt,TRUE,1,1462
Twin It!,Gamewright,TRUE,1,2772
Two Khans,Dorehami Games,TRUE,1,3298
Two Rooms and a Boom,Tuesday Knight Games,TRUE,1,3236
Tybor the Builder,Mayfair Games,TRUE,1,1779
Tzolk'in: The Mayan Calendar,Cge,TRUE,1,2107
Ubongo,Kosmos,TRUE,1,1409
Ubongo Extreme,Z-Man Games,TRUE,1,911
Ubongo: Duel,Z-Man Games,TRUE,1,910
Ubongo! Fun-Size Edition,Kosmos,TRUE,1,2447
Ukubuwa,Nibcard,TRUE,1,2633
Underwater Cities,Rio Grande Games,TRUE,1,3289
Underwater Cities,Rio Grande Games,TRUE,1,3289
Unexploded Cow,Cheapass Games,TRUE,1,914
Unicorn Glitterluck,Haba,TRUE,1,3243
Unicorn Glitterluck,Haba,TRUE,1,3243
"Unmatched: Battle of Legends, Volume One",Restoration Games,TRUE,1,3473
UNO,Mattel,TRUE,1,2058
Unstable Unicorns,Breaking Games,TRUE,1,2202
Until Daylight,Flyos Games,TRUE,1,2997
Untold: Adventures Await,Hub Games,TRUE,1,3072
Uxmal,Blue Orange Games,TRUE,2,3387
Valletta,Z-Man Games,TRUE,1,1839
Valley of the Vikings,Haba,TRUE,2,3371
Vast: The Crystal Caverns,Leder Games,TRUE,1,1574
Vegas Wits & Wagers,North Star Games,TRUE,1,3203
Velociraptor! Cannibalism!,Game Salute,TRUE,1,1083
Venture Party,Golden Bell Games,TRUE,1,2171
Venture Party,Golden Bell Games,TRUE,1,2171
Villainous,Usaopoly,TRUE,1,2213
Visitor in Blackwood Grove,Resonym,TRUE,2,2142
Volcanic Isle,Arcane Wonders,TRUE,1,3155
Wakening Lair,Rather Dashing,TRUE,1,2560
Walk the Plank: Deluxe Edition,Mayday Games,TRUE,1,3185
Walking in Burano,Emperors4,TRUE,1,2626
Walls of York,Cmon,TRUE,1,3084
Walls of York,Cmon,TRUE,1,3084
War Chest,Aeg,TRUE,1,2607
BattleCON: War of Indines,Level 99 Games,TRUE,1,2931
Warsaw: City of Ruins,North Star Games,TRUE,1,2658
Wasteland Express Delivery Service,Pandasaurus,TRUE,1,3196
Waterworks,Hasbro,TRUE,1,3044
Wavelength,Strom,TRUE,6,3541
Wazabi,Gigamic,TRUE,1,1695
We Didn't Playtest This At All,Asmadi Games,TRUE,1,939
We're Doomed!,Breaking Games,TRUE,2,2874
Weave,Monocle Society,TRUE,1,3337
Web of Spies,Golden Bell Games,TRUE,1,2903
Welcome To...,Blue Cocker Games,TRUE,1,2763
Werewords Deluxe Edition,Bezier Games,TRUE,1,2422
What's Up,Strawberry Studio,TRUE,1,2329
Whitehall Mystery,Fantasy Flight Games,TRUE,1,2071
Whozit?,Gamewright,TRUE,1,3477
Wildcatters,Capstone Games,TRUE,1,2035
Wildlands,Osprey Games,TRUE,1,2485
Wingspan,Stonemaier Games,TRUE,1,2836
Wits & Wagers,North Star Games,TRUE,1,1465
Wok Star,Fowers Games,TRUE,1,2296
Wordsmith,Game Letter Piece,TRUE,1,3309
Wordwright,Defined Mind,TRUE,1,1324
World Championship Russian Roulette,Tuesday Knight Games,TRUE,2,1780
World Shapers,Board & Dice,TRUE,2,3057
Ya Blew It!,Wonder Forge,TRUE,1,2228
YeahNOPE,Forrest Pruzan,TRUE,1,2229
Yogi,Gigamic,TRUE,1,1893
YOU are the Maniac!,Counter Culture Cards,TRUE,1,2168
Yukon Airways,Ludonova,TRUE,3,3433
Yummy Yummy Pancake,Mayday Games,TRUE,1,3238
Zendo,Looney Labs,TRUE,1,2313
Zogen,Oink Games,TRUE,1,2427
Zoinx!,Gamewright,TRUE,1,2233
Zombie Dice,Steve Jackson Games,TRUE,1,979
Zombie Fluxx,Looney Labs,TRUE,1,980
Zombies!!! 4: The End...,Twilight Creations,TRUE,1,1112
